id,fluency,method
122,0.9609641806639885,UniEval-fluency
123,0.932897169984596,UniEval-fluency
124,0.9499845601301192,UniEval-fluency
125,0.8578487021908854,UniEval-fluency
126,0.9585925937156732,UniEval-fluency
127,0.9565132627558898,UniEval-fluency
128,0.9572240370973508,UniEval-fluency
129,0.96101218135174,UniEval-fluency
130,0.9553115584121289,UniEval-fluency
131,0.9564155298834255,UniEval-fluency
132,0.9539901044002074,UniEval-fluency
133,0.9582377291238985,UniEval-fluency
134,0.9576146827223982,UniEval-fluency
135,0.9576969690946857,UniEval-fluency
136,0.9585531728736993,UniEval-fluency
137,0.8673058310180736,UniEval-fluency
138,0.951954578858388,UniEval-fluency
139,0.9620118269526845,UniEval-fluency
140,0.9522275317060949,UniEval-fluency
141,0.9534620979764443,UniEval-fluency
142,0.9633358684584842,UniEval-fluency
143,0.9512620858585576,UniEval-fluency
144,0.9567935955815642,UniEval-fluency
145,0.9523206982745894,UniEval-fluency
146,0.8490534689007335,UniEval-fluency
147,0.9588496785115607,UniEval-fluency
148,0.9534841941070494,UniEval-fluency
149,0.9551897749733784,UniEval-fluency
150,0.9585757857185804,UniEval-fluency
151,0.8129467857275916,UniEval-fluency
152,0.9288397853826891,UniEval-fluency
153,0.9458967167561015,UniEval-fluency
154,0.9551133431858129,UniEval-fluency
155,0.9556368885350407,UniEval-fluency
156,0.9572766624527524,UniEval-fluency
157,0.9595841970867883,UniEval-fluency
158,0.9597426412134332,UniEval-fluency
159,0.9240953178282306,UniEval-fluency
160,0.8034486232939367,UniEval-fluency
161,0.9591305333362714,UniEval-fluency
162,0.9545329101195357,UniEval-fluency
163,0.9564601297889721,UniEval-fluency
164,0.9232244054439246,UniEval-fluency
165,0.959482434966081,UniEval-fluency
166,0.962503138540107,UniEval-fluency
167,0.9591312804700057,UniEval-fluency
168,0.9397459800976445,UniEval-fluency
169,0.9016274458759873,UniEval-fluency
170,0.9558192717084815,UniEval-fluency
171,0.8056714503423783,UniEval-fluency
172,0.8649692696895376,UniEval-fluency
173,0.9553437874691064,UniEval-fluency
174,0.9547203360604778,UniEval-fluency
175,0.9431848196513978,UniEval-fluency
176,0.9604565311107999,UniEval-fluency
177,0.9614408265753246,UniEval-fluency
178,0.9573629589394741,UniEval-fluency
179,0.9553744784532776,UniEval-fluency
180,0.9595523889456394,UniEval-fluency
181,0.9605800629183163,UniEval-fluency
182,0.9596514294729417,UniEval-fluency
183,0.9604231593551874,UniEval-fluency
184,0.9592488986623424,UniEval-fluency
185,0.9676461210348953,UniEval-fluency
186,0.9507150164492888,UniEval-fluency
187,0.9549099210075196,UniEval-fluency
188,0.9622862970917412,UniEval-fluency
189,0.958356894234393,UniEval-fluency
190,0.9600853470156642,UniEval-fluency
191,0.9334133365832749,UniEval-fluency
192,0.959841426167917,UniEval-fluency
193,0.9573297579738324,UniEval-fluency
194,0.9416496442156733,UniEval-fluency
195,0.9575661182431379,UniEval-fluency
196,0.9156664186566651,UniEval-fluency
197,0.960253920453844,UniEval-fluency
198,0.9594371986485267,UniEval-fluency
199,0.959078548921776,UniEval-fluency
200,0.9518051826832229,UniEval-fluency
201,0.9596553018325238,UniEval-fluency
202,0.8902215862043711,UniEval-fluency
203,0.8575151667673175,UniEval-fluency
204,0.9553771268615777,UniEval-fluency
205,0.955376600495295,UniEval-fluency
206,0.9545211254440101,UniEval-fluency
207,0.9343203964552433,UniEval-fluency
208,0.9567523695090226,UniEval-fluency
209,0.9587732400376318,UniEval-fluency
210,0.9591172882791313,UniEval-fluency
211,0.960483452547019,UniEval-fluency
212,0.9572291437995487,UniEval-fluency
213,0.9525604561948611,UniEval-fluency
214,0.9461540811167666,UniEval-fluency
215,0.9577903384447582,UniEval-fluency
216,0.9590440143641639,UniEval-fluency
217,0.9517595646463497,UniEval-fluency
218,0.9315534496754869,UniEval-fluency
219,0.9092396530944644,UniEval-fluency
220,0.9522150442114276,UniEval-fluency
221,0.9566970751518762,UniEval-fluency
222,0.9436245077362242,UniEval-fluency
223,0.9458781920151974,UniEval-fluency
224,0.9587399875919344,UniEval-fluency
225,0.9454821016594055,UniEval-fluency
226,0.9561047226519198,UniEval-fluency
227,0.9538517722607658,UniEval-fluency
228,0.957360290535118,UniEval-fluency
229,0.9152019649084732,UniEval-fluency
230,0.9438899576413496,UniEval-fluency
231,0.951136650247744,UniEval-fluency
232,0.9561384355109991,UniEval-fluency
233,0.951004032246376,UniEval-fluency
234,0.9457825742500253,UniEval-fluency
235,0.9598092470094131,UniEval-fluency
236,0.9439007756218225,UniEval-fluency
237,0.9566581278248668,UniEval-fluency
238,0.9563928529661062,UniEval-fluency
239,0.9527251568115207,UniEval-fluency
240,0.9561960982394635,UniEval-fluency
241,0.9585714190314399,UniEval-fluency
242,0.9597499872660981,UniEval-fluency
243,0.958693242925018,UniEval-fluency
244,0.9544918698690368,UniEval-fluency
245,0.9593707936185186,UniEval-fluency
246,0.9557879110295606,UniEval-fluency
247,0.9524860155791433,UniEval-fluency
248,0.9537707078250378,UniEval-fluency
249,0.9535722542702045,UniEval-fluency
250,0.9574003026382926,UniEval-fluency
251,0.9475296090380002,UniEval-fluency
252,0.9188283669866414,UniEval-fluency
253,0.9581045019042003,UniEval-fluency
254,0.9509816920574374,UniEval-fluency
255,0.9583354546656546,UniEval-fluency
256,0.8292633396875476,UniEval-fluency
257,0.8287297818514734,UniEval-fluency
258,0.9533287596285758,UniEval-fluency
259,0.8481190728949657,UniEval-fluency
260,0.8405978936963554,UniEval-fluency
261,0.9047302896461875,UniEval-fluency
262,0.910065754803302,UniEval-fluency
263,0.8850728580687861,UniEval-fluency
264,0.9598255419547588,UniEval-fluency
265,0.9513830563344342,UniEval-fluency
266,0.8940106506032992,UniEval-fluency
267,0.9600323151839565,UniEval-fluency
268,0.9584098925583571,UniEval-fluency
269,0.9614580053442873,UniEval-fluency
270,0.9616199253178781,UniEval-fluency
271,0.9602144244158906,UniEval-fluency
272,0.955384584120026,UniEval-fluency
273,0.9537017852349351,UniEval-fluency
274,0.9262975508634106,UniEval-fluency
275,0.9583836742532267,UniEval-fluency
276,0.9573807706513232,UniEval-fluency
277,0.8983402395744078,UniEval-fluency
278,0.9545430205406085,UniEval-fluency
279,0.709140916389712,UniEval-fluency
280,0.9559598493977013,UniEval-fluency
281,0.9272540686438847,UniEval-fluency
282,0.9532830638837767,UniEval-fluency
283,0.9037773813152596,UniEval-fluency
284,0.9578021561962637,UniEval-fluency
285,0.9584253145507627,UniEval-fluency
286,0.9592664408136568,UniEval-fluency
287,0.9638434861283652,UniEval-fluency
288,0.9565383051286662,UniEval-fluency
289,0.9002557419087155,UniEval-fluency
290,0.9550989585863504,UniEval-fluency
291,0.949018332141518,UniEval-fluency
292,0.95692877220318,UniEval-fluency
293,0.9589886512310399,UniEval-fluency
294,0.9574518220697248,UniEval-fluency
295,0.9573936235335256,UniEval-fluency
296,0.959757605851192,UniEval-fluency
297,0.9604982336678886,UniEval-fluency
298,0.9486484643078539,UniEval-fluency
299,0.9583843076677799,UniEval-fluency
300,0.9548305888800755,UniEval-fluency
301,0.9598044129496801,UniEval-fluency
302,0.888197343590711,UniEval-fluency
303,0.9540840750295755,UniEval-fluency
304,0.9545110436907644,UniEval-fluency
305,0.9608332760978673,UniEval-fluency
306,0.8968567378280929,UniEval-fluency
307,0.9564412879473414,UniEval-fluency
308,0.9577352648204374,UniEval-fluency
309,0.9555791287716122,UniEval-fluency
310,0.9609283522786084,UniEval-fluency
311,0.9647328161961471,UniEval-fluency
312,0.9597936470983965,UniEval-fluency
313,0.9618962218909678,UniEval-fluency
314,0.9570942483171628,UniEval-fluency
315,0.9567205005857368,UniEval-fluency
316,0.9563504799185358,UniEval-fluency
317,0.9585521458031939,UniEval-fluency
318,0.9567307363871919,UniEval-fluency
319,0.9580601791656425,UniEval-fluency
320,0.9631149366114986,UniEval-fluency
321,0.9475079718484164,UniEval-fluency
322,0.9504004082981289,UniEval-fluency
323,0.9593354062940044,UniEval-fluency
324,0.9066801074308661,UniEval-fluency
325,0.9628927576130387,UniEval-fluency
326,0.9554936978026285,UniEval-fluency
327,0.948083736162797,UniEval-fluency
328,0.9564299584984752,UniEval-fluency
329,0.9532801634868795,UniEval-fluency
331,0.9526223269702617,UniEval-fluency
332,0.9543610967331819,UniEval-fluency
333,0.9572447181855149,UniEval-fluency
334,0.9518783329458567,UniEval-fluency
335,0.9500468294572412,UniEval-fluency
336,0.9557609399160242,UniEval-fluency
337,0.9534595416388025,UniEval-fluency
338,0.9580980730738508,UniEval-fluency
339,0.9556784489803712,UniEval-fluency
340,0.9007498349682592,UniEval-fluency
341,0.9537704254771813,UniEval-fluency
342,0.9312067747036314,UniEval-fluency
343,0.9544045090291227,UniEval-fluency
344,0.9582233485592675,UniEval-fluency
345,0.9593558048619545,UniEval-fluency
346,0.9605472952299923,UniEval-fluency
347,0.955088160041443,UniEval-fluency
348,0.9558502447949994,UniEval-fluency
349,0.8214733955299267,UniEval-fluency
350,0.9533316355565322,UniEval-fluency
351,0.9061275214877318,UniEval-fluency
352,0.9602689729719237,UniEval-fluency
353,0.7325740176418047,UniEval-fluency
354,0.9585203138038073,UniEval-fluency
355,0.9562183726185208,UniEval-fluency
356,0.9581306068355683,UniEval-fluency
357,0.9531203221337661,UniEval-fluency
358,0.9584509981653343,UniEval-fluency
359,0.9606866655220541,UniEval-fluency
360,0.8307695263801075,UniEval-fluency
361,0.9611893931135242,UniEval-fluency
362,0.9572248837611099,UniEval-fluency
363,0.9584812027276016,UniEval-fluency
364,0.9193677475736295,UniEval-fluency
365,0.9472055918034935,UniEval-fluency
366,0.9537816825352233,UniEval-fluency
367,0.9522903562864554,UniEval-fluency
368,0.9296717490813224,UniEval-fluency
369,0.9369863739648499,UniEval-fluency
370,0.9601497206765821,UniEval-fluency
371,0.9560719732192934,UniEval-fluency
372,0.904333074193163,UniEval-fluency
373,0.9524346726192553,UniEval-fluency
374,0.9273079633473231,UniEval-fluency
375,0.8887629756810727,UniEval-fluency
376,0.8896961294266404,UniEval-fluency
377,0.9570998447024571,UniEval-fluency
378,0.9524615066054412,UniEval-fluency
379,0.9549632668136202,UniEval-fluency
380,0.948541881695579,UniEval-fluency
381,0.9118329191569922,UniEval-fluency
382,0.8787092929501972,UniEval-fluency
383,0.9539675090663609,UniEval-fluency
384,0.9596105410006146,UniEval-fluency
385,0.950966729454041,UniEval-fluency
386,0.9603711076223233,UniEval-fluency
387,0.9590927825338874,UniEval-fluency
388,0.9298119904431706,UniEval-fluency
389,0.9591259136518947,UniEval-fluency
390,0.9069689044993575,UniEval-fluency
391,0.924947732333004,UniEval-fluency
392,0.9582874842866468,UniEval-fluency
393,0.9556107225854035,UniEval-fluency
394,0.9500797654819931,UniEval-fluency
395,0.9609079143483278,UniEval-fluency
396,0.9607536702309933,UniEval-fluency
397,0.8691274787680326,UniEval-fluency
398,0.940168317339365,UniEval-fluency
399,0.911416596476217,UniEval-fluency
400,0.9566812077724415,UniEval-fluency
401,0.9513890874763494,UniEval-fluency
402,0.9493200699522292,UniEval-fluency
403,0.8900488643070134,UniEval-fluency
404,0.9564492443109511,UniEval-fluency
405,0.9593897929472419,UniEval-fluency
406,0.9477207978052978,UniEval-fluency
407,0.9563934052176379,UniEval-fluency
408,0.952273646214303,UniEval-fluency
409,0.9518871750227262,UniEval-fluency
410,0.9538999886963326,UniEval-fluency
411,0.9488838850156431,UniEval-fluency
412,0.9541618677880493,UniEval-fluency
413,0.9610898497966427,UniEval-fluency
414,0.9600500711812651,UniEval-fluency
415,0.9519421604750066,UniEval-fluency
416,0.9190265082774133,UniEval-fluency
417,0.9590712243174664,UniEval-fluency
418,0.9513109952488594,UniEval-fluency
419,0.952550601353877,UniEval-fluency
420,0.9547344816269498,UniEval-fluency
421,0.9583855283645165,UniEval-fluency
422,0.9604486730127642,UniEval-fluency
423,0.943520100934362,UniEval-fluency
424,0.9547584131164711,UniEval-fluency
425,0.8295252610794908,UniEval-fluency
426,0.8679609598673911,UniEval-fluency
427,0.8546591624271989,UniEval-fluency
428,0.9536993680696865,UniEval-fluency
429,0.9476431106528571,UniEval-fluency
430,0.9639331402873581,UniEval-fluency
431,0.926055584653537,UniEval-fluency
432,0.9562209032389788,UniEval-fluency
433,0.9567131865699828,UniEval-fluency
434,0.6936334922128411,UniEval-fluency
435,0.9560141573045124,UniEval-fluency
436,0.9546801355491903,UniEval-fluency
437,0.9604382368819651,UniEval-fluency
438,0.9551335906642354,UniEval-fluency
439,0.954766437011871,UniEval-fluency
440,0.953961437159563,UniEval-fluency
441,0.9622972304553046,UniEval-fluency
442,0.9594981049845869,UniEval-fluency
443,0.9571246789532635,UniEval-fluency
444,0.9619762682012905,UniEval-fluency
445,0.9240125561376359,UniEval-fluency
446,0.9560249485294752,UniEval-fluency
447,0.9551060432980525,UniEval-fluency
448,0.9556935328077761,UniEval-fluency
449,0.9601704016640492,UniEval-fluency
450,0.9556110879769295,UniEval-fluency
451,0.9262091314610064,UniEval-fluency
452,0.9480376363673317,UniEval-fluency
453,0.954551019545092,UniEval-fluency
454,0.8392559543978285,UniEval-fluency
455,0.9230599071416025,UniEval-fluency
456,0.9579790185254442,UniEval-fluency
457,0.9054271779948642,UniEval-fluency
458,0.9591802917267109,UniEval-fluency
459,0.9556799513487192,UniEval-fluency
460,0.9535973894481822,UniEval-fluency
461,0.9308982880473808,UniEval-fluency
462,0.8861992373810267,UniEval-fluency
463,0.9550643302370845,UniEval-fluency
464,0.9608321756806364,UniEval-fluency
465,0.962045207132974,UniEval-fluency
466,0.954317178345831,UniEval-fluency
467,0.9554364870880269,UniEval-fluency
468,0.9451410882239781,UniEval-fluency
469,0.9473197308642883,UniEval-fluency
470,0.9246599304639042,UniEval-fluency
471,0.926698441754534,UniEval-fluency
472,0.9608608899145283,UniEval-fluency
473,0.9424788827651713,UniEval-fluency
474,0.9581586068475455,UniEval-fluency
475,0.9615966618151958,UniEval-fluency
476,0.9610368264889725,UniEval-fluency
477,0.9586059217794831,UniEval-fluency
478,0.953227748518568,UniEval-fluency
479,0.9564081959299061,UniEval-fluency
480,0.953767503459768,UniEval-fluency
481,0.9611567503708028,UniEval-fluency
482,0.96007930283051,UniEval-fluency
483,0.9513202770817096,UniEval-fluency
484,0.9521697271675971,UniEval-fluency
485,0.9296955334680432,UniEval-fluency
486,0.9544263736165948,UniEval-fluency
487,0.958765793962676,UniEval-fluency
488,0.9117124300700898,UniEval-fluency
489,0.9552165144736326,UniEval-fluency
490,0.9560984558363502,UniEval-fluency
491,0.9535839258647675,UniEval-fluency
492,0.9387777574138596,UniEval-fluency
493,0.9604683257355003,UniEval-fluency
494,0.9556037751684626,UniEval-fluency
495,0.957917620498462,UniEval-fluency
496,0.9545993785229212,UniEval-fluency
497,0.9605437527231601,UniEval-fluency
498,0.9586655345009708,UniEval-fluency
499,0.9094975123561775,UniEval-fluency
