id,alignscore,method
60,0.8483788967132568,AlignScore-large
61,0.7698736786842346,AlignScore-large
62,0.8305653929710388,AlignScore-large
63,0.911488950252533,AlignScore-large
64,0.9543541073799133,AlignScore-large
65,0.7965896725654602,AlignScore-large
66,0.9403060674667358,AlignScore-large
67,0.9122630953788757,AlignScore-large
68,0.6928326487541199,AlignScore-large
69,0.7793782353401184,AlignScore-large
70,0.9174641370773315,AlignScore-large
71,0.8215172290802002,AlignScore-large
72,0.9127982258796692,AlignScore-large
73,0.6702684760093689,AlignScore-large
74,0.8403187394142151,AlignScore-large
75,0.780595600605011,AlignScore-large
76,0.7739380598068237,AlignScore-large
77,0.9275204539299011,AlignScore-large
78,0.8484025597572327,AlignScore-large
79,0.8836374878883362,AlignScore-large
80,0.8544785976409912,AlignScore-large
81,0.8623807430267334,AlignScore-large
82,0.8641585111618042,AlignScore-large
83,0.7571161985397339,AlignScore-large
84,0.7778515815734863,AlignScore-large
85,0.7959170937538147,AlignScore-large
86,0.8121627569198608,AlignScore-large
87,0.9049673080444336,AlignScore-large
88,0.8475042581558228,AlignScore-large
89,0.9790863990783691,AlignScore-large
90,0.8408921957015991,AlignScore-large
91,0.9340717792510986,AlignScore-large
92,0.8416619896888733,AlignScore-large
93,0.7863637208938599,AlignScore-large
94,0.9083493947982788,AlignScore-large
95,0.8610206246376038,AlignScore-large
96,0.8459230065345764,AlignScore-large
97,0.8902736902236938,AlignScore-large
98,0.8106456398963928,AlignScore-large
99,0.8734955191612244,AlignScore-large
100,0.7559597492218018,AlignScore-large
101,0.8867572546005249,AlignScore-large
102,0.786266028881073,AlignScore-large
103,0.9877393245697021,AlignScore-large
104,0.9037653803825378,AlignScore-large
105,0.8241446018218994,AlignScore-large
106,0.8302547335624695,AlignScore-large
107,0.8136907815933228,AlignScore-large
108,0.794601559638977,AlignScore-large
109,0.7531406283378601,AlignScore-large
110,0.8235814571380615,AlignScore-large
111,0.6913994550704956,AlignScore-large
112,0.8388113975524902,AlignScore-large
113,0.8047733306884766,AlignScore-large
114,0.8737741708755493,AlignScore-large
115,0.9753209948539734,AlignScore-large
116,0.8206859230995178,AlignScore-large
117,0.7516403198242188,AlignScore-large
118,0.9642181396484375,AlignScore-large
119,0.9697753190994263,AlignScore-large
120,0.6983392238616943,AlignScore-large
121,0.9351615309715271,AlignScore-large
122,0.7587454319000244,AlignScore-large
123,0.49756884574890137,AlignScore-large
124,0.9369634389877319,AlignScore-large
125,0.7271299958229065,AlignScore-large
126,0.8504579067230225,AlignScore-large
127,0.8277520537376404,AlignScore-large
128,0.8695509433746338,AlignScore-large
129,0.9470835328102112,AlignScore-large
130,0.9327205419540405,AlignScore-large
131,0.9226616024971008,AlignScore-large
132,0.8464258313179016,AlignScore-large
133,0.8390913605690002,AlignScore-large
134,0.7568920850753784,AlignScore-large
135,0.9592490792274475,AlignScore-large
136,0.7024320960044861,AlignScore-large
137,0.5502411127090454,AlignScore-large
138,0.8554500937461853,AlignScore-large
139,0.7227084636688232,AlignScore-large
140,0.9052809476852417,AlignScore-large
141,0.8476459383964539,AlignScore-large
142,0.9749982357025146,AlignScore-large
143,0.7124608755111694,AlignScore-large
144,0.7992675304412842,AlignScore-large
145,0.7953564524650574,AlignScore-large
146,0.709452211856842,AlignScore-large
147,0.8283302783966064,AlignScore-large
148,0.859362781047821,AlignScore-large
149,0.9320728778839111,AlignScore-large
150,0.9294403195381165,AlignScore-large
151,0.773892879486084,AlignScore-large
152,0.7966761589050293,AlignScore-large
153,0.7791035771369934,AlignScore-large
154,0.8265135884284973,AlignScore-large
155,0.8420928120613098,AlignScore-large
156,0.8705537915229797,AlignScore-large
157,0.8213950991630554,AlignScore-large
158,0.9292624592781067,AlignScore-large
159,0.9136114120483398,AlignScore-large
160,0.9963818192481995,AlignScore-large
161,0.762212336063385,AlignScore-large
162,0.8192396759986877,AlignScore-large
163,0.9860643744468689,AlignScore-large
164,0.68494713306427,AlignScore-large
165,0.7250720262527466,AlignScore-large
166,0.8602222204208374,AlignScore-large
167,0.8389297127723694,AlignScore-large
168,0.8031684756278992,AlignScore-large
169,0.8054760098457336,AlignScore-large
170,0.7864428758621216,AlignScore-large
171,0.8050433397293091,AlignScore-large
172,0.7597408294677734,AlignScore-large
173,0.8020981550216675,AlignScore-large
174,0.6927586793899536,AlignScore-large
175,0.7925532460212708,AlignScore-large
176,0.9730114340782166,AlignScore-large
177,0.8790759444236755,AlignScore-large
178,0.8668532967567444,AlignScore-large
179,0.8179867267608643,AlignScore-large
180,0.7747949957847595,AlignScore-large
181,0.6632958650588989,AlignScore-large
182,0.8685188293457031,AlignScore-large
183,0.9227367639541626,AlignScore-large
184,0.7973343133926392,AlignScore-large
185,0.7514930367469788,AlignScore-large
186,0.8520927429199219,AlignScore-large
187,0.7881446480751038,AlignScore-large
188,0.8553047776222229,AlignScore-large
189,0.8418087363243103,AlignScore-large
190,0.853980302810669,AlignScore-large
191,0.8704891204833984,AlignScore-large
192,0.7998506426811218,AlignScore-large
193,0.9068251252174377,AlignScore-large
194,0.7596849799156189,AlignScore-large
195,0.8811514973640442,AlignScore-large
196,0.8587315678596497,AlignScore-large
197,0.6713299751281738,AlignScore-large
198,0.9181915521621704,AlignScore-large
199,0.8530436754226685,AlignScore-large
200,0.7406761050224304,AlignScore-large
201,0.9015499353408813,AlignScore-large
202,0.8367915749549866,AlignScore-large
203,0.7137333154678345,AlignScore-large
204,0.9269065856933594,AlignScore-large
205,0.7482356429100037,AlignScore-large
206,0.875684916973114,AlignScore-large
207,0.6731874346733093,AlignScore-large
208,0.863783597946167,AlignScore-large
209,0.9688072204589844,AlignScore-large
210,0.8651514053344727,AlignScore-large
211,0.8332696557044983,AlignScore-large
212,0.830806314945221,AlignScore-large
213,0.838028073310852,AlignScore-large
214,0.9399436116218567,AlignScore-large
215,0.8861709833145142,AlignScore-large
216,0.944186270236969,AlignScore-large
217,0.9565263986587524,AlignScore-large
218,0.8075743913650513,AlignScore-large
219,0.9455507397651672,AlignScore-large
220,0.7612714171409607,AlignScore-large
221,0.7266363501548767,AlignScore-large
222,0.7026464343070984,AlignScore-large
223,0.7955268025398254,AlignScore-large
224,0.8193563222885132,AlignScore-large
225,0.879497230052948,AlignScore-large
226,0.8723470568656921,AlignScore-large
227,0.8378814458847046,AlignScore-large
228,0.758479654788971,AlignScore-large
229,0.8499165773391724,AlignScore-large
230,0.8090420961380005,AlignScore-large
231,0.8639445304870605,AlignScore-large
232,0.7536978721618652,AlignScore-large
233,0.8388355374336243,AlignScore-large
234,0.80964595079422,AlignScore-large
235,0.8851243853569031,AlignScore-large
236,0.7356701493263245,AlignScore-large
237,0.9376905560493469,AlignScore-large
238,0.860278308391571,AlignScore-large
239,0.8242826461791992,AlignScore-large
240,0.9275742769241333,AlignScore-large
241,0.9033979773521423,AlignScore-large
242,0.8758355379104614,AlignScore-large
243,0.7130110859870911,AlignScore-large
244,0.8440258502960205,AlignScore-large
245,0.8197482228279114,AlignScore-large
246,0.7650139927864075,AlignScore-large
247,0.8257931470870972,AlignScore-large
248,0.8398324251174927,AlignScore-large
249,0.768103837966919,AlignScore-large
250,0.8512698411941528,AlignScore-large
251,0.8608360886573792,AlignScore-large
252,0.8891667723655701,AlignScore-large
253,0.7509225606918335,AlignScore-large
254,0.8610246777534485,AlignScore-large
255,0.9515177011489868,AlignScore-large
256,0.7428122162818909,AlignScore-large
257,0.9693523049354553,AlignScore-large
258,0.7697769999504089,AlignScore-large
259,0.862001895904541,AlignScore-large
260,0.8039390444755554,AlignScore-large
261,0.7430936098098755,AlignScore-large
262,0.7726427316665649,AlignScore-large
263,0.7189056277275085,AlignScore-large
264,0.9192244410514832,AlignScore-large
265,0.9122564196586609,AlignScore-large
266,0.8984793424606323,AlignScore-large
267,0.7422856688499451,AlignScore-large
268,0.9081459641456604,AlignScore-large
269,0.8446769714355469,AlignScore-large
270,0.9291025400161743,AlignScore-large
271,0.850577175617218,AlignScore-large
272,0.7411627173423767,AlignScore-large
273,0.710547924041748,AlignScore-large
274,0.9146004915237427,AlignScore-large
275,0.9553315043449402,AlignScore-large
276,0.89235520362854,AlignScore-large
277,0.8388700485229492,AlignScore-large
278,0.9447845816612244,AlignScore-large
279,0.8284469246864319,AlignScore-large
280,0.924376368522644,AlignScore-large
281,0.8644675612449646,AlignScore-large
282,0.7628099322319031,AlignScore-large
283,0.8936337232589722,AlignScore-large
284,0.9564291834831238,AlignScore-large
285,0.9013782143592834,AlignScore-large
286,0.6463255286216736,AlignScore-large
287,0.993906557559967,AlignScore-large
288,0.8220667243003845,AlignScore-large
289,0.8278704285621643,AlignScore-large
290,0.7379747033119202,AlignScore-large
291,0.8648499846458435,AlignScore-large
292,0.8103615641593933,AlignScore-large
293,0.8588838577270508,AlignScore-large
294,0.7985047698020935,AlignScore-large
295,0.7901510000228882,AlignScore-large
296,0.946747899055481,AlignScore-large
297,0.8936944007873535,AlignScore-large
298,0.7531567811965942,AlignScore-large
299,0.8902843594551086,AlignScore-large
300,0.6642112731933594,AlignScore-large
301,0.7478653788566589,AlignScore-large
302,0.9835321307182312,AlignScore-large
303,0.8466983437538147,AlignScore-large
304,0.7793983817100525,AlignScore-large
305,0.6943899989128113,AlignScore-large
306,0.9190130233764648,AlignScore-large
307,0.8574868440628052,AlignScore-large
308,0.7959822416305542,AlignScore-large
309,0.8630385398864746,AlignScore-large
310,0.8686027526855469,AlignScore-large
311,0.8525375127792358,AlignScore-large
312,0.7807518839836121,AlignScore-large
313,0.9937819838523865,AlignScore-large
314,0.7545292377471924,AlignScore-large
315,0.7921352982521057,AlignScore-large
316,0.6005235910415649,AlignScore-large
317,0.7464210391044617,AlignScore-large
318,0.8730971217155457,AlignScore-large
319,0.8782746195793152,AlignScore-large
320,0.9376896619796753,AlignScore-large
321,0.9916329979896545,AlignScore-large
322,0.9689251780509949,AlignScore-large
323,0.9179373383522034,AlignScore-large
324,0.973996639251709,AlignScore-large
325,0.8974369764328003,AlignScore-large
326,0.9700838327407837,AlignScore-large
327,0.8229478597640991,AlignScore-large
328,0.9018299579620361,AlignScore-large
329,0.921602725982666,AlignScore-large
331,0.8502083420753479,AlignScore-large
332,0.8909593224525452,AlignScore-large
333,0.8611242175102234,AlignScore-large
334,0.8153246641159058,AlignScore-large
335,0.8584613800048828,AlignScore-large
336,0.7161080837249756,AlignScore-large
337,0.9240953326225281,AlignScore-large
338,0.8320691585540771,AlignScore-large
339,0.9167198538780212,AlignScore-large
340,0.8337914943695068,AlignScore-large
341,0.9172349572181702,AlignScore-large
342,0.660660982131958,AlignScore-large
343,0.9106550216674805,AlignScore-large
344,0.7739717364311218,AlignScore-large
345,0.8343687653541565,AlignScore-large
346,0.8428010940551758,AlignScore-large
347,0.784409761428833,AlignScore-large
348,0.8326240181922913,AlignScore-large
349,0.7170621752738953,AlignScore-large
350,0.6976445913314819,AlignScore-large
351,0.8816692233085632,AlignScore-large
352,0.8455945253372192,AlignScore-large
353,0.7245750427246094,AlignScore-large
354,0.7903095483779907,AlignScore-large
355,0.7602005004882812,AlignScore-large
356,0.8745094537734985,AlignScore-large
357,0.7676091194152832,AlignScore-large
358,0.7724881172180176,AlignScore-large
359,0.748874843120575,AlignScore-large
360,0.6712011098861694,AlignScore-large
361,0.669041097164154,AlignScore-large
362,0.7599151730537415,AlignScore-large
363,0.9003735780715942,AlignScore-large
364,0.930988609790802,AlignScore-large
365,0.9211020469665527,AlignScore-large
366,0.8565934896469116,AlignScore-large
367,0.8921242356300354,AlignScore-large
368,0.9343671798706055,AlignScore-large
369,0.8990591764450073,AlignScore-large
370,0.8376548290252686,AlignScore-large
371,0.9307689666748047,AlignScore-large
372,0.8317586779594421,AlignScore-large
373,0.989219605922699,AlignScore-large
374,0.7970752120018005,AlignScore-large
375,0.8618626594543457,AlignScore-large
376,0.7348150014877319,AlignScore-large
377,0.7878701090812683,AlignScore-large
378,0.7572113275527954,AlignScore-large
379,0.8853992223739624,AlignScore-large
380,0.8115508556365967,AlignScore-large
381,0.8049519658088684,AlignScore-large
382,0.9051681756973267,AlignScore-large
383,0.9540200233459473,AlignScore-large
384,0.7924147248268127,AlignScore-large
385,0.732732355594635,AlignScore-large
386,0.6205636858940125,AlignScore-large
387,0.8213673830032349,AlignScore-large
388,0.8651951551437378,AlignScore-large
389,0.8549386262893677,AlignScore-large
390,0.818610668182373,AlignScore-large
391,0.8823462128639221,AlignScore-large
392,0.9192488193511963,AlignScore-large
393,0.8974354267120361,AlignScore-large
394,0.7199060320854187,AlignScore-large
395,0.7659503817558289,AlignScore-large
396,0.97298663854599,AlignScore-large
397,0.8857662081718445,AlignScore-large
398,0.818935215473175,AlignScore-large
399,0.8587715029716492,AlignScore-large
400,0.6937935948371887,AlignScore-large
401,0.9274137020111084,AlignScore-large
402,0.7904121279716492,AlignScore-large
403,0.9491930603981018,AlignScore-large
404,0.8429475426673889,AlignScore-large
405,0.8884356021881104,AlignScore-large
406,0.9091933369636536,AlignScore-large
407,0.8955422639846802,AlignScore-large
408,0.9461649656295776,AlignScore-large
409,0.696839451789856,AlignScore-large
410,0.8263023495674133,AlignScore-large
411,0.9352728724479675,AlignScore-large
412,0.804547131061554,AlignScore-large
413,0.7208765149116516,AlignScore-large
414,0.7794596552848816,AlignScore-large
415,0.7211869359016418,AlignScore-large
416,0.8809987306594849,AlignScore-large
417,0.8200941681861877,AlignScore-large
418,0.8560202717781067,AlignScore-large
419,0.7439360618591309,AlignScore-large
420,0.6962441802024841,AlignScore-large
421,0.8343254923820496,AlignScore-large
422,0.8499008417129517,AlignScore-large
423,0.7462535500526428,AlignScore-large
424,0.8937861323356628,AlignScore-large
425,0.8354978561401367,AlignScore-large
426,0.852225124835968,AlignScore-large
427,0.5711824893951416,AlignScore-large
428,0.8054133057594299,AlignScore-large
429,0.8116815090179443,AlignScore-large
430,0.9341299533843994,AlignScore-large
431,0.7194955348968506,AlignScore-large
432,0.8318541646003723,AlignScore-large
433,0.7938159108161926,AlignScore-large
434,0.7734398245811462,AlignScore-large
435,0.8850283026695251,AlignScore-large
436,0.7634736895561218,AlignScore-large
437,0.7982339859008789,AlignScore-large
438,0.6529679894447327,AlignScore-large
439,0.8440402746200562,AlignScore-large
440,0.714838445186615,AlignScore-large
441,0.8172265887260437,AlignScore-large
442,0.8813372254371643,AlignScore-large
443,0.7865262031555176,AlignScore-large
444,0.7921233773231506,AlignScore-large
445,0.8115853071212769,AlignScore-large
446,0.872498631477356,AlignScore-large
447,0.8916950225830078,AlignScore-large
448,0.8136496543884277,AlignScore-large
449,0.9271202087402344,AlignScore-large
450,0.7778941988945007,AlignScore-large
451,0.8945266008377075,AlignScore-large
452,0.9038936495780945,AlignScore-large
453,0.6175614595413208,AlignScore-large
454,0.8827171921730042,AlignScore-large
455,0.8481025099754333,AlignScore-large
456,0.9289324879646301,AlignScore-large
457,0.8158378005027771,AlignScore-large
458,0.9398267865180969,AlignScore-large
459,0.7318785190582275,AlignScore-large
460,0.8601225018501282,AlignScore-large
461,0.862930178642273,AlignScore-large
462,0.858523428440094,AlignScore-large
463,0.669981062412262,AlignScore-large
464,0.8889369368553162,AlignScore-large
465,0.8748370409011841,AlignScore-large
466,0.6118913292884827,AlignScore-large
467,0.7276563048362732,AlignScore-large
468,0.7047011256217957,AlignScore-large
469,0.7040294408798218,AlignScore-large
470,0.730742335319519,AlignScore-large
471,0.6939975023269653,AlignScore-large
472,0.5763269662857056,AlignScore-large
473,0.7885464429855347,AlignScore-large
474,0.8666826486587524,AlignScore-large
475,0.7765432000160217,AlignScore-large
476,0.6908337473869324,AlignScore-large
477,0.889038622379303,AlignScore-large
478,0.8544924259185791,AlignScore-large
479,0.8508570790290833,AlignScore-large
480,0.8697303533554077,AlignScore-large
481,0.670794665813446,AlignScore-large
482,0.5836224555969238,AlignScore-large
483,0.9146822094917297,AlignScore-large
484,0.7700873613357544,AlignScore-large
485,0.5008401870727539,AlignScore-large
486,0.8685824871063232,AlignScore-large
487,0.7934389710426331,AlignScore-large
488,0.8615702390670776,AlignScore-large
489,0.7618098855018616,AlignScore-large
490,0.8822245597839355,AlignScore-large
491,0.6964737176895142,AlignScore-large
492,0.8283357620239258,AlignScore-large
493,0.8126518130302429,AlignScore-large
494,0.7817075848579407,AlignScore-large
495,0.8799259662628174,AlignScore-large
496,0.9309329390525818,AlignScore-large
497,0.8131299018859863,AlignScore-large
498,0.8753042817115784,AlignScore-large
499,0.820160984992981,AlignScore-large
