id,alignscore,method
85,0.828092098236084,AlignScore-large
86,0.9306575655937195,AlignScore-large
87,0.8021140098571777,AlignScore-large
88,0.865389347076416,AlignScore-large
89,0.9294493794441223,AlignScore-large
90,0.8478668332099915,AlignScore-large
91,0.9251826405525208,AlignScore-large
92,0.9686295986175537,AlignScore-large
93,0.9597551822662354,AlignScore-large
94,0.7913467288017273,AlignScore-large
95,0.7948126196861267,AlignScore-large
96,0.7806839942932129,AlignScore-large
97,0.686215341091156,AlignScore-large
98,0.7676374912261963,AlignScore-large
99,0.9470898509025574,AlignScore-large
100,0.8118245601654053,AlignScore-large
101,0.7823171615600586,AlignScore-large
102,0.777679979801178,AlignScore-large
103,0.8360835909843445,AlignScore-large
104,0.7574347257614136,AlignScore-large
105,0.9650527834892273,AlignScore-large
106,0.9500929713249207,AlignScore-large
107,0.9141892790794373,AlignScore-large
108,0.7776427865028381,AlignScore-large
109,0.8318793773651123,AlignScore-large
110,0.9641449451446533,AlignScore-large
111,0.6684313416481018,AlignScore-large
112,0.8191927671432495,AlignScore-large
113,0.8724647164344788,AlignScore-large
114,0.8795053362846375,AlignScore-large
115,0.831264078617096,AlignScore-large
116,0.8298265337944031,AlignScore-large
117,0.8330526947975159,AlignScore-large
118,0.9750586152076721,AlignScore-large
119,0.9133638143539429,AlignScore-large
120,0.589529275894165,AlignScore-large
121,0.9348684549331665,AlignScore-large
122,0.7268343567848206,AlignScore-large
123,0.42718878388404846,AlignScore-large
124,0.8017037510871887,AlignScore-large
125,0.8586025238037109,AlignScore-large
126,0.818822979927063,AlignScore-large
127,0.9661008715629578,AlignScore-large
128,0.941527783870697,AlignScore-large
129,0.9021415114402771,AlignScore-large
130,0.823307454586029,AlignScore-large
131,0.5994671583175659,AlignScore-large
132,0.8346742987632751,AlignScore-large
133,0.8115253448486328,AlignScore-large
134,0.7587435841560364,AlignScore-large
135,0.8604134917259216,AlignScore-large
136,0.7806532979011536,AlignScore-large
137,0.756136417388916,AlignScore-large
138,0.9022907018661499,AlignScore-large
139,0.9073543548583984,AlignScore-large
140,0.9150731563568115,AlignScore-large
141,0.7611145973205566,AlignScore-large
142,0.914789617061615,AlignScore-large
143,0.6810256838798523,AlignScore-large
144,0.6680349707603455,AlignScore-large
145,0.768772542476654,AlignScore-large
146,0.7863826751708984,AlignScore-large
147,0.7309643626213074,AlignScore-large
148,0.8991189002990723,AlignScore-large
149,0.9347777962684631,AlignScore-large
150,0.8779579401016235,AlignScore-large
151,0.83365398645401,AlignScore-large
152,0.8802791237831116,AlignScore-large
153,0.7617599964141846,AlignScore-large
154,0.7570474147796631,AlignScore-large
155,0.8334928154945374,AlignScore-large
156,0.9005586504936218,AlignScore-large
157,0.496660053730011,AlignScore-large
158,0.9235905408859253,AlignScore-large
159,0.7913031578063965,AlignScore-large
160,0.8950484991073608,AlignScore-large
161,0.742764413356781,AlignScore-large
162,0.8016663193702698,AlignScore-large
163,0.9418218731880188,AlignScore-large
164,0.7022769451141357,AlignScore-large
165,0.7966751456260681,AlignScore-large
166,0.9334640502929688,AlignScore-large
167,0.8622016906738281,AlignScore-large
168,0.811772882938385,AlignScore-large
169,0.7738314270973206,AlignScore-large
170,0.793402910232544,AlignScore-large
171,0.748910665512085,AlignScore-large
172,0.7364181280136108,AlignScore-large
173,0.7788757085800171,AlignScore-large
174,0.788467526435852,AlignScore-large
175,0.719825029373169,AlignScore-large
176,0.8734069466590881,AlignScore-large
177,0.9167206883430481,AlignScore-large
178,0.7383168935775757,AlignScore-large
179,0.7067819237709045,AlignScore-large
180,0.8164010643959045,AlignScore-large
181,0.7107720971107483,AlignScore-large
182,0.8150103688240051,AlignScore-large
183,0.8950834274291992,AlignScore-large
184,0.7375513315200806,AlignScore-large
185,0.7514930367469788,AlignScore-large
186,0.8682762980461121,AlignScore-large
187,0.904205858707428,AlignScore-large
188,0.8866333961486816,AlignScore-large
189,0.8638917803764343,AlignScore-large
190,0.7449681162834167,AlignScore-large
191,0.9717051982879639,AlignScore-large
192,0.9177664518356323,AlignScore-large
193,0.9595053791999817,AlignScore-large
194,0.7624250054359436,AlignScore-large
195,0.8343235850334167,AlignScore-large
196,0.6676728129386902,AlignScore-large
197,0.7870475053787231,AlignScore-large
198,0.8590236306190491,AlignScore-large
199,0.8025259971618652,AlignScore-large
200,0.7623234391212463,AlignScore-large
201,0.8516813516616821,AlignScore-large
202,0.8709022998809814,AlignScore-large
203,0.8276962041854858,AlignScore-large
204,0.8872508406639099,AlignScore-large
205,0.7399131059646606,AlignScore-large
206,0.8129419684410095,AlignScore-large
207,0.9064977169036865,AlignScore-large
208,0.7980859279632568,AlignScore-large
209,0.8926834464073181,AlignScore-large
210,0.8816499710083008,AlignScore-large
211,0.7621957063674927,AlignScore-large
212,0.8718961477279663,AlignScore-large
213,0.7912628650665283,AlignScore-large
214,0.9267147183418274,AlignScore-large
215,0.8657232522964478,AlignScore-large
216,0.9307339191436768,AlignScore-large
217,0.9325743913650513,AlignScore-large
218,0.7210872173309326,AlignScore-large
219,0.8058674335479736,AlignScore-large
220,0.8648388981819153,AlignScore-large
221,0.8682137131690979,AlignScore-large
222,0.9187412261962891,AlignScore-large
223,0.6178786158561707,AlignScore-large
224,0.7286791205406189,AlignScore-large
225,0.8728461265563965,AlignScore-large
226,0.8582132458686829,AlignScore-large
227,0.8484612703323364,AlignScore-large
228,0.7260441780090332,AlignScore-large
229,0.8348100781440735,AlignScore-large
230,0.8836191296577454,AlignScore-large
231,0.8830674290657043,AlignScore-large
232,0.7570397257804871,AlignScore-large
233,0.7448996305465698,AlignScore-large
234,0.8067783117294312,AlignScore-large
235,0.8749525547027588,AlignScore-large
236,0.8128806352615356,AlignScore-large
237,0.8803476691246033,AlignScore-large
238,0.8975577354431152,AlignScore-large
239,0.928787887096405,AlignScore-large
240,0.654373049736023,AlignScore-large
241,0.6212278008460999,AlignScore-large
242,0.7977878451347351,AlignScore-large
243,0.8380607962608337,AlignScore-large
244,0.8256767392158508,AlignScore-large
245,0.8312557935714722,AlignScore-large
246,0.8555493950843811,AlignScore-large
247,0.8610404133796692,AlignScore-large
248,0.7012645602226257,AlignScore-large
249,0.9425093531608582,AlignScore-large
250,0.832981526851654,AlignScore-large
251,0.7951138615608215,AlignScore-large
252,0.8415015935897827,AlignScore-large
253,0.8567907214164734,AlignScore-large
254,0.899712324142456,AlignScore-large
255,0.8491258025169373,AlignScore-large
256,0.8406787514686584,AlignScore-large
257,0.8976804614067078,AlignScore-large
258,0.8244719505310059,AlignScore-large
259,0.9435521960258484,AlignScore-large
260,0.8404869437217712,AlignScore-large
261,0.6127047538757324,AlignScore-large
262,0.8436648845672607,AlignScore-large
263,0.6738407611846924,AlignScore-large
264,0.9645511507987976,AlignScore-large
265,0.8123244643211365,AlignScore-large
266,0.8764210939407349,AlignScore-large
267,0.8922564387321472,AlignScore-large
268,0.8832803964614868,AlignScore-large
269,0.7766982316970825,AlignScore-large
270,0.8506734371185303,AlignScore-large
271,0.8972700834274292,AlignScore-large
272,0.8946536779403687,AlignScore-large
273,0.702867329120636,AlignScore-large
274,0.8971102833747864,AlignScore-large
275,0.9770217537879944,AlignScore-large
276,0.8945637941360474,AlignScore-large
277,0.8648166060447693,AlignScore-large
278,0.9858251214027405,AlignScore-large
279,0.6913304924964905,AlignScore-large
280,0.9153454899787903,AlignScore-large
281,0.8172996044158936,AlignScore-large
282,0.7928101420402527,AlignScore-large
283,0.8911572694778442,AlignScore-large
284,0.9565991759300232,AlignScore-large
285,0.8514834046363831,AlignScore-large
286,0.7695968151092529,AlignScore-large
287,0.32497358322143555,AlignScore-large
288,0.7911292314529419,AlignScore-large
289,0.8366883397102356,AlignScore-large
290,0.7192064523696899,AlignScore-large
291,0.8908346891403198,AlignScore-large
292,0.8173983097076416,AlignScore-large
293,0.8738932013511658,AlignScore-large
294,0.8248227834701538,AlignScore-large
295,0.6521319150924683,AlignScore-large
296,0.8845433592796326,AlignScore-large
297,0.7901124954223633,AlignScore-large
298,0.8018694519996643,AlignScore-large
299,0.8263373374938965,AlignScore-large
300,0.82170569896698,AlignScore-large
301,0.8293595314025879,AlignScore-large
302,0.7941771149635315,AlignScore-large
303,0.8989207148551941,AlignScore-large
304,0.9056130647659302,AlignScore-large
305,0.7678022980690002,AlignScore-large
306,0.8597446084022522,AlignScore-large
307,0.8033230900764465,AlignScore-large
308,0.8944208025932312,AlignScore-large
309,0.8034980893135071,AlignScore-large
310,0.8295710682868958,AlignScore-large
311,0.8465192317962646,AlignScore-large
312,0.9250668287277222,AlignScore-large
313,0.9441027045249939,AlignScore-large
314,0.7433757781982422,AlignScore-large
315,0.6426801085472107,AlignScore-large
316,0.7114866971969604,AlignScore-large
317,0.8560550212860107,AlignScore-large
318,0.8214156031608582,AlignScore-large
319,0.7308920621871948,AlignScore-large
320,0.8996908068656921,AlignScore-large
321,0.8033369183540344,AlignScore-large
322,0.9382156133651733,AlignScore-large
323,0.9049994945526123,AlignScore-large
324,0.956139862537384,AlignScore-large
325,0.8833765387535095,AlignScore-large
326,0.9333345293998718,AlignScore-large
327,0.915698230266571,AlignScore-large
328,0.8517704606056213,AlignScore-large
329,0.9189756512641907,AlignScore-large
331,0.9247493743896484,AlignScore-large
332,0.8097638487815857,AlignScore-large
333,0.915774405002594,AlignScore-large
334,0.9825844168663025,AlignScore-large
335,0.8869824409484863,AlignScore-large
336,0.879878580570221,AlignScore-large
337,0.7867550849914551,AlignScore-large
338,0.8018209934234619,AlignScore-large
339,0.7948924899101257,AlignScore-large
340,0.8724259734153748,AlignScore-large
341,0.8832564949989319,AlignScore-large
342,0.6225904822349548,AlignScore-large
343,0.8853582739830017,AlignScore-large
344,0.8889710903167725,AlignScore-large
345,0.7698410153388977,AlignScore-large
346,0.7026587724685669,AlignScore-large
347,0.7308922410011292,AlignScore-large
348,0.7997230291366577,AlignScore-large
349,0.7590252757072449,AlignScore-large
350,0.6229665875434875,AlignScore-large
351,0.8377811312675476,AlignScore-large
352,0.8860905170440674,AlignScore-large
353,0.8097213506698608,AlignScore-large
354,0.8496987819671631,AlignScore-large
355,0.9158945083618164,AlignScore-large
356,0.8728861808776855,AlignScore-large
357,0.8329561948776245,AlignScore-large
358,0.7513240575790405,AlignScore-large
359,0.8593713641166687,AlignScore-large
360,0.8314647674560547,AlignScore-large
361,0.7055574655532837,AlignScore-large
362,0.7588067650794983,AlignScore-large
363,0.9340906143188477,AlignScore-large
364,0.9608431458473206,AlignScore-large
365,0.8405015468597412,AlignScore-large
366,0.8456453084945679,AlignScore-large
367,0.8258474469184875,AlignScore-large
368,0.8135771751403809,AlignScore-large
369,0.8773803114891052,AlignScore-large
370,0.7882112264633179,AlignScore-large
371,0.8029975891113281,AlignScore-large
372,0.7101020812988281,AlignScore-large
373,0.9460434913635254,AlignScore-large
374,0.7442668080329895,AlignScore-large
375,0.961516797542572,AlignScore-large
376,0.8051396608352661,AlignScore-large
377,0.7666520476341248,AlignScore-large
378,0.7435402870178223,AlignScore-large
379,0.9658668041229248,AlignScore-large
380,0.8361598253250122,AlignScore-large
381,0.849697470664978,AlignScore-large
382,0.677200198173523,AlignScore-large
383,0.9732596278190613,AlignScore-large
384,0.8288491368293762,AlignScore-large
385,0.8753886818885803,AlignScore-large
386,0.7504252791404724,AlignScore-large
387,0.819718599319458,AlignScore-large
388,0.8041829466819763,AlignScore-large
389,0.7997016310691833,AlignScore-large
390,0.8121424317359924,AlignScore-large
391,0.8629606366157532,AlignScore-large
392,0.9264381527900696,AlignScore-large
393,0.8988372087478638,AlignScore-large
394,0.8205894231796265,AlignScore-large
395,0.8086830377578735,AlignScore-large
396,0.936636745929718,AlignScore-large
397,0.7254973649978638,AlignScore-large
398,0.8922250866889954,AlignScore-large
399,0.9418449401855469,AlignScore-large
400,0.7820670008659363,AlignScore-large
401,0.8922311067581177,AlignScore-large
402,0.8196125030517578,AlignScore-large
403,0.9127000570297241,AlignScore-large
404,0.8554918169975281,AlignScore-large
405,0.826232373714447,AlignScore-large
406,0.8688011169433594,AlignScore-large
407,0.8905760645866394,AlignScore-large
408,0.8199735879898071,AlignScore-large
409,0.7470578551292419,AlignScore-large
410,0.8575733304023743,AlignScore-large
411,0.9413014650344849,AlignScore-large
412,0.7890721559524536,AlignScore-large
413,0.8130724430084229,AlignScore-large
414,0.8306166529655457,AlignScore-large
415,0.7936619520187378,AlignScore-large
416,0.8271871209144592,AlignScore-large
417,0.8714203834533691,AlignScore-large
418,0.9164801836013794,AlignScore-large
419,0.8418960571289062,AlignScore-large
420,0.9269236326217651,AlignScore-large
421,0.7136989235877991,AlignScore-large
422,0.8728869557380676,AlignScore-large
423,0.8043370246887207,AlignScore-large
424,0.8087875247001648,AlignScore-large
425,0.9419935941696167,AlignScore-large
426,0.8917824029922485,AlignScore-large
427,0.6146483421325684,AlignScore-large
428,0.8381748795509338,AlignScore-large
429,0.8484134674072266,AlignScore-large
430,0.7348723411560059,AlignScore-large
431,0.6712445616722107,AlignScore-large
432,0.869906485080719,AlignScore-large
433,0.8111259341239929,AlignScore-large
434,0.7294496893882751,AlignScore-large
435,0.8787795901298523,AlignScore-large
436,0.8519368767738342,AlignScore-large
437,0.8952221274375916,AlignScore-large
438,0.9286715388298035,AlignScore-large
439,0.8804587125778198,AlignScore-large
440,0.9476805329322815,AlignScore-large
441,0.8969969153404236,AlignScore-large
442,0.8911153674125671,AlignScore-large
443,0.7841135263442993,AlignScore-large
444,0.8582198023796082,AlignScore-large
445,0.9346816539764404,AlignScore-large
446,0.8144134283065796,AlignScore-large
447,0.9039781093597412,AlignScore-large
448,0.8658626675605774,AlignScore-large
449,0.6450616121292114,AlignScore-large
450,0.8796112537384033,AlignScore-large
451,0.8619793653488159,AlignScore-large
452,0.8673151731491089,AlignScore-large
453,0.8287323713302612,AlignScore-large
454,0.8736317157745361,AlignScore-large
455,0.8573246002197266,AlignScore-large
456,0.7718977332115173,AlignScore-large
457,0.8510765433311462,AlignScore-large
458,0.9717721343040466,AlignScore-large
459,0.7608431577682495,AlignScore-large
460,0.8026155829429626,AlignScore-large
461,0.9160229563713074,AlignScore-large
462,0.8384555578231812,AlignScore-large
463,0.7686000466346741,AlignScore-large
464,0.8763680458068848,AlignScore-large
465,0.8662911057472229,AlignScore-large
466,0.5621063113212585,AlignScore-large
467,0.7473267316818237,AlignScore-large
468,0.7524365782737732,AlignScore-large
469,0.7683259844779968,AlignScore-large
470,0.7495461702346802,AlignScore-large
471,0.7930113673210144,AlignScore-large
472,0.652206301689148,AlignScore-large
473,0.8880888223648071,AlignScore-large
474,0.9169754385948181,AlignScore-large
475,0.8052170872688293,AlignScore-large
476,0.7161470055580139,AlignScore-large
477,0.8260557055473328,AlignScore-large
478,0.6656981706619263,AlignScore-large
479,0.8059508800506592,AlignScore-large
480,0.8901553153991699,AlignScore-large
481,0.6664639711380005,AlignScore-large
482,0.6434601545333862,AlignScore-large
483,0.7993078827857971,AlignScore-large
484,0.8270276188850403,AlignScore-large
485,0.6544280648231506,AlignScore-large
486,0.8240411281585693,AlignScore-large
487,0.7650740742683411,AlignScore-large
488,0.7064794898033142,AlignScore-large
489,0.8209854364395142,AlignScore-large
490,0.8601137399673462,AlignScore-large
491,0.7434882521629333,AlignScore-large
492,0.8302054405212402,AlignScore-large
493,0.8295778036117554,AlignScore-large
494,0.7442247271537781,AlignScore-large
495,0.9139357805252075,AlignScore-large
496,0.9772117733955383,AlignScore-large
497,0.8628670573234558,AlignScore-large
498,0.9265629053115845,AlignScore-large
499,0.7230842113494873,AlignScore-large
