id,alignscore,method
109,0.7936923503875732,AlignScore-large
110,0.7916743755340576,AlignScore-large
111,0.6834580302238464,AlignScore-large
112,0.8683731555938721,AlignScore-large
113,0.8435720205307007,AlignScore-large
114,0.7722651362419128,AlignScore-large
115,0.8418576121330261,AlignScore-large
116,0.8214548230171204,AlignScore-large
117,0.8803825974464417,AlignScore-large
118,0.9703947305679321,AlignScore-large
119,0.9559569954872131,AlignScore-large
120,0.6375352740287781,AlignScore-large
121,0.9542394876480103,AlignScore-large
122,0.620266318321228,AlignScore-large
123,0.513575553894043,AlignScore-large
124,0.8599051833152771,AlignScore-large
125,0.8454189300537109,AlignScore-large
126,0.8711423277854919,AlignScore-large
127,0.8169097304344177,AlignScore-large
128,0.9250046014785767,AlignScore-large
129,0.8576581478118896,AlignScore-large
130,0.8011255860328674,AlignScore-large
131,0.6040365099906921,AlignScore-large
132,0.7718821167945862,AlignScore-large
133,0.7996291518211365,AlignScore-large
134,0.7256412506103516,AlignScore-large
135,0.8584995269775391,AlignScore-large
136,0.7819756269454956,AlignScore-large
137,0.7423893213272095,AlignScore-large
138,0.8617438077926636,AlignScore-large
139,0.7269615530967712,AlignScore-large
140,0.9310849905014038,AlignScore-large
141,0.8193496465682983,AlignScore-large
142,0.8778852224349976,AlignScore-large
143,0.7633932828903198,AlignScore-large
144,0.6343711614608765,AlignScore-large
145,0.7457314133644104,AlignScore-large
146,0.8408239483833313,AlignScore-large
147,0.6997327208518982,AlignScore-large
148,0.876486599445343,AlignScore-large
149,0.8855531215667725,AlignScore-large
150,0.9323640465736389,AlignScore-large
151,0.8050335049629211,AlignScore-large
152,0.8284426331520081,AlignScore-large
153,0.7245779037475586,AlignScore-large
154,0.8152722716331482,AlignScore-large
155,0.8248329758644104,AlignScore-large
156,0.9165216088294983,AlignScore-large
157,0.5304623246192932,AlignScore-large
158,0.9265114665031433,AlignScore-large
159,0.8168035745620728,AlignScore-large
160,0.9712314009666443,AlignScore-large
161,0.6939740180969238,AlignScore-large
162,0.895476222038269,AlignScore-large
163,0.9417217373847961,AlignScore-large
164,0.6850113272666931,AlignScore-large
165,0.7662814259529114,AlignScore-large
166,0.9432356357574463,AlignScore-large
167,0.8637213110923767,AlignScore-large
168,0.8033056855201721,AlignScore-large
169,0.7874225974082947,AlignScore-large
170,0.86676025390625,AlignScore-large
171,0.7679386734962463,AlignScore-large
172,0.7320760488510132,AlignScore-large
173,0.8330600261688232,AlignScore-large
174,0.8137455582618713,AlignScore-large
175,0.7312799096107483,AlignScore-large
176,0.8331847190856934,AlignScore-large
177,0.8468165397644043,AlignScore-large
178,0.8292889595031738,AlignScore-large
179,0.7163378596305847,AlignScore-large
180,0.8344377875328064,AlignScore-large
181,0.7172582745552063,AlignScore-large
182,0.7744258642196655,AlignScore-large
183,0.8475435972213745,AlignScore-large
184,0.7814860343933105,AlignScore-large
185,0.750159502029419,AlignScore-large
186,0.8649484515190125,AlignScore-large
187,0.7987251281738281,AlignScore-large
188,0.9680070877075195,AlignScore-large
189,0.8026642203330994,AlignScore-large
190,0.8995592594146729,AlignScore-large
191,0.9813805222511292,AlignScore-large
192,0.9107195138931274,AlignScore-large
193,0.9477027654647827,AlignScore-large
194,0.778449535369873,AlignScore-large
195,0.8420699238777161,AlignScore-large
196,0.7031872868537903,AlignScore-large
197,0.7812398076057434,AlignScore-large
198,0.8907690048217773,AlignScore-large
199,0.7482299208641052,AlignScore-large
200,0.7894617915153503,AlignScore-large
201,0.798469066619873,AlignScore-large
202,0.8114452958106995,AlignScore-large
203,0.8147090077400208,AlignScore-large
204,0.8313507437705994,AlignScore-large
205,0.7273473143577576,AlignScore-large
206,0.8152382373809814,AlignScore-large
207,0.8215199708938599,AlignScore-large
208,0.7671220302581787,AlignScore-large
209,0.9380701184272766,AlignScore-large
210,0.9156884551048279,AlignScore-large
211,0.764640212059021,AlignScore-large
212,0.9405022263526917,AlignScore-large
213,0.8437029719352722,AlignScore-large
214,0.8606840372085571,AlignScore-large
215,0.8165730834007263,AlignScore-large
216,0.9105516076087952,AlignScore-large
217,0.8592565655708313,AlignScore-large
218,0.7811145186424255,AlignScore-large
219,0.7665692567825317,AlignScore-large
220,0.9261300563812256,AlignScore-large
221,0.9118690490722656,AlignScore-large
222,0.9281355738639832,AlignScore-large
223,0.6797658801078796,AlignScore-large
224,0.7537469267845154,AlignScore-large
225,0.8776225447654724,AlignScore-large
226,0.8729150891304016,AlignScore-large
227,0.8507283926010132,AlignScore-large
228,0.7026668787002563,AlignScore-large
229,0.7957832217216492,AlignScore-large
230,0.8145419359207153,AlignScore-large
231,0.7776874303817749,AlignScore-large
232,0.8289532661437988,AlignScore-large
233,0.8121562600135803,AlignScore-large
234,0.7907196879386902,AlignScore-large
235,0.8778722286224365,AlignScore-large
236,0.805817723274231,AlignScore-large
237,0.8974380493164062,AlignScore-large
238,0.8998395204544067,AlignScore-large
239,0.943027913570404,AlignScore-large
240,0.6508135795593262,AlignScore-large
241,0.6661422252655029,AlignScore-large
242,0.7430819272994995,AlignScore-large
243,0.816411554813385,AlignScore-large
244,0.8728552460670471,AlignScore-large
245,0.8411192297935486,AlignScore-large
246,0.8370867967605591,AlignScore-large
247,0.8269229531288147,AlignScore-large
248,0.7420592308044434,AlignScore-large
249,0.9231764674186707,AlignScore-large
250,0.7493534088134766,AlignScore-large
251,0.7757201790809631,AlignScore-large
252,0.803324282169342,AlignScore-large
253,0.7809308767318726,AlignScore-large
254,0.97673100233078,AlignScore-large
255,0.8725379109382629,AlignScore-large
256,0.8078871369361877,AlignScore-large
257,0.9091190695762634,AlignScore-large
258,0.9160305857658386,AlignScore-large
259,0.8299978971481323,AlignScore-large
260,0.7290205359458923,AlignScore-large
261,0.6032853722572327,AlignScore-large
262,0.8072307109832764,AlignScore-large
263,0.6796833872795105,AlignScore-large
264,0.9198485612869263,AlignScore-large
265,0.8099260926246643,AlignScore-large
266,0.8975383043289185,AlignScore-large
267,0.8066084980964661,AlignScore-large
268,0.7892963290214539,AlignScore-large
269,0.8674418330192566,AlignScore-large
270,0.8644471764564514,AlignScore-large
271,0.991597056388855,AlignScore-large
272,0.89399254322052,AlignScore-large
273,0.7016682624816895,AlignScore-large
274,0.9095979928970337,AlignScore-large
275,0.9798126220703125,AlignScore-large
276,0.892979085445404,AlignScore-large
277,0.8754981756210327,AlignScore-large
278,0.90240079164505,AlignScore-large
279,0.6764786243438721,AlignScore-large
280,0.8687629103660583,AlignScore-large
281,0.7975680828094482,AlignScore-large
282,0.8483846187591553,AlignScore-large
283,0.8406255841255188,AlignScore-large
284,0.9915486574172974,AlignScore-large
285,0.9109300971031189,AlignScore-large
286,0.7825047373771667,AlignScore-large
287,0.7394409775733948,AlignScore-large
288,0.7958552837371826,AlignScore-large
289,0.8149106502532959,AlignScore-large
290,0.6385126113891602,AlignScore-large
291,0.8169924020767212,AlignScore-large
292,0.7900291085243225,AlignScore-large
293,0.833159327507019,AlignScore-large
294,0.8885923624038696,AlignScore-large
295,0.6546576023101807,AlignScore-large
296,0.8465514779090881,AlignScore-large
297,0.7209869623184204,AlignScore-large
298,0.8552297949790955,AlignScore-large
299,0.8205472230911255,AlignScore-large
300,0.8033034801483154,AlignScore-large
301,0.8772381544113159,AlignScore-large
302,0.8031401634216309,AlignScore-large
303,0.9094805717468262,AlignScore-large
304,0.8766157627105713,AlignScore-large
305,0.740180492401123,AlignScore-large
306,0.8870365619659424,AlignScore-large
307,0.8962594866752625,AlignScore-large
308,0.8337680697441101,AlignScore-large
309,0.755031943321228,AlignScore-large
310,0.8429463505744934,AlignScore-large
311,0.8464139699935913,AlignScore-large
312,0.9193326830863953,AlignScore-large
313,0.8707808256149292,AlignScore-large
314,0.740792989730835,AlignScore-large
315,0.6954337954521179,AlignScore-large
316,0.7482625246047974,AlignScore-large
317,0.835543155670166,AlignScore-large
318,0.8517252206802368,AlignScore-large
319,0.8130619525909424,AlignScore-large
320,0.9257487058639526,AlignScore-large
321,0.883217990398407,AlignScore-large
322,0.9475894570350647,AlignScore-large
323,0.881182074546814,AlignScore-large
324,0.8673989772796631,AlignScore-large
325,0.9198721647262573,AlignScore-large
326,0.9467757344245911,AlignScore-large
327,0.8324876427650452,AlignScore-large
328,0.8148873448371887,AlignScore-large
329,0.9192473292350769,AlignScore-large
331,0.8830733299255371,AlignScore-large
332,0.8184569478034973,AlignScore-large
333,0.9123952984809875,AlignScore-large
334,0.9915049076080322,AlignScore-large
335,0.7066463828086853,AlignScore-large
336,0.8843843340873718,AlignScore-large
337,0.859575629234314,AlignScore-large
338,0.755350649356842,AlignScore-large
339,0.7550731301307678,AlignScore-large
340,0.8343987464904785,AlignScore-large
341,0.9726526141166687,AlignScore-large
342,0.6520183682441711,AlignScore-large
343,0.955065906047821,AlignScore-large
344,0.8916992545127869,AlignScore-large
345,0.7860694527626038,AlignScore-large
346,0.7304794788360596,AlignScore-large
347,0.6645430326461792,AlignScore-large
348,0.8779315948486328,AlignScore-large
349,0.780118465423584,AlignScore-large
350,0.550327718257904,AlignScore-large
351,0.8395289778709412,AlignScore-large
352,0.8850247859954834,AlignScore-large
353,0.7076532244682312,AlignScore-large
354,0.8106751441955566,AlignScore-large
355,0.9496510624885559,AlignScore-large
356,0.8223139643669128,AlignScore-large
357,0.825141191482544,AlignScore-large
358,0.8218033909797668,AlignScore-large
359,0.7639262080192566,AlignScore-large
360,0.7452326416969299,AlignScore-large
361,0.6569486856460571,AlignScore-large
362,0.8110755681991577,AlignScore-large
363,0.8642511367797852,AlignScore-large
364,0.9394049644470215,AlignScore-large
365,0.8076798915863037,AlignScore-large
366,0.8017744421958923,AlignScore-large
367,0.8765352964401245,AlignScore-large
368,0.7720078229904175,AlignScore-large
369,0.8637536764144897,AlignScore-large
370,0.8127420544624329,AlignScore-large
371,0.7753931879997253,AlignScore-large
372,0.6800839900970459,AlignScore-large
373,0.9922698140144348,AlignScore-large
374,0.7711766958236694,AlignScore-large
375,0.9068760871887207,AlignScore-large
376,0.8272136449813843,AlignScore-large
377,0.7068309783935547,AlignScore-large
378,0.6997655034065247,AlignScore-large
379,0.9590094685554504,AlignScore-large
380,0.8344951868057251,AlignScore-large
381,0.8300894498825073,AlignScore-large
382,0.6982488036155701,AlignScore-large
383,0.9598367214202881,AlignScore-large
384,0.8054227232933044,AlignScore-large
385,0.8397768139839172,AlignScore-large
386,0.7896825671195984,AlignScore-large
387,0.8578394651412964,AlignScore-large
388,0.8117436766624451,AlignScore-large
389,0.8483534455299377,AlignScore-large
390,0.8411619663238525,AlignScore-large
391,0.8614961504936218,AlignScore-large
392,0.8833953142166138,AlignScore-large
393,0.9286215901374817,AlignScore-large
394,0.8539796471595764,AlignScore-large
395,0.7862527966499329,AlignScore-large
396,0.8606815934181213,AlignScore-large
397,0.8641854524612427,AlignScore-large
398,0.816339910030365,AlignScore-large
399,0.8592442870140076,AlignScore-large
400,0.7551444172859192,AlignScore-large
401,0.8912087678909302,AlignScore-large
402,0.7895026206970215,AlignScore-large
403,0.924687922000885,AlignScore-large
404,0.8958775997161865,AlignScore-large
405,0.8176594376564026,AlignScore-large
406,0.823262095451355,AlignScore-large
407,0.8883017301559448,AlignScore-large
408,0.890275776386261,AlignScore-large
409,0.7545074820518494,AlignScore-large
410,0.9071149230003357,AlignScore-large
411,0.9353607892990112,AlignScore-large
412,0.8604745268821716,AlignScore-large
413,0.766129195690155,AlignScore-large
414,0.824126124382019,AlignScore-large
415,0.7347172498703003,AlignScore-large
416,0.8009896278381348,AlignScore-large
417,0.890255868434906,AlignScore-large
418,0.9320595264434814,AlignScore-large
419,0.8988853693008423,AlignScore-large
420,0.7803550362586975,AlignScore-large
421,0.7594739198684692,AlignScore-large
422,0.8576366901397705,AlignScore-large
423,0.7609615325927734,AlignScore-large
424,0.9122722148895264,AlignScore-large
425,0.9235808849334717,AlignScore-large
426,0.8898503184318542,AlignScore-large
427,0.624298095703125,AlignScore-large
428,0.7988694906234741,AlignScore-large
429,0.8911581039428711,AlignScore-large
430,0.898380696773529,AlignScore-large
431,0.697313129901886,AlignScore-large
432,0.9737653136253357,AlignScore-large
433,0.8487290740013123,AlignScore-large
434,0.7988678812980652,AlignScore-large
435,0.8355736136436462,AlignScore-large
436,0.8377310633659363,AlignScore-large
437,0.9232608079910278,AlignScore-large
438,0.8855316638946533,AlignScore-large
439,0.8525481820106506,AlignScore-large
440,0.9267075657844543,AlignScore-large
441,0.8316156268119812,AlignScore-large
442,0.8987424373626709,AlignScore-large
443,0.8097360730171204,AlignScore-large
444,0.8240470886230469,AlignScore-large
445,0.8044703006744385,AlignScore-large
446,0.8181025981903076,AlignScore-large
447,0.8958074450492859,AlignScore-large
448,0.8415668606758118,AlignScore-large
449,0.6742227673530579,AlignScore-large
450,0.8748272657394409,AlignScore-large
451,0.8561315536499023,AlignScore-large
452,0.8783705830574036,AlignScore-large
453,0.8476695418357849,AlignScore-large
454,0.8982992768287659,AlignScore-large
455,0.7754814028739929,AlignScore-large
456,0.7576790452003479,AlignScore-large
457,0.7654814720153809,AlignScore-large
458,0.971375048160553,AlignScore-large
459,0.757084310054779,AlignScore-large
460,0.8327590227127075,AlignScore-large
461,0.8747701644897461,AlignScore-large
462,0.8440037369728088,AlignScore-large
463,0.7621470093727112,AlignScore-large
464,0.8824504613876343,AlignScore-large
465,0.8683748245239258,AlignScore-large
466,0.642153799533844,AlignScore-large
467,0.6679921746253967,AlignScore-large
468,0.7287895083427429,AlignScore-large
469,0.7111616730690002,AlignScore-large
470,0.7831060886383057,AlignScore-large
471,0.7687045931816101,AlignScore-large
472,0.7711009383201599,AlignScore-large
473,0.884548008441925,AlignScore-large
474,0.785494327545166,AlignScore-large
475,0.7547623515129089,AlignScore-large
476,0.7141079902648926,AlignScore-large
477,0.8263137936592102,AlignScore-large
478,0.6867339611053467,AlignScore-large
479,0.7801465392112732,AlignScore-large
480,0.8823623657226562,AlignScore-large
481,0.6684589982032776,AlignScore-large
482,0.6934333443641663,AlignScore-large
483,0.7812455892562866,AlignScore-large
484,0.7923322916030884,AlignScore-large
485,0.6583017110824585,AlignScore-large
486,0.8507780432701111,AlignScore-large
487,0.7401682734489441,AlignScore-large
488,0.7376438975334167,AlignScore-large
489,0.8149765729904175,AlignScore-large
490,0.7910594940185547,AlignScore-large
491,0.8400821685791016,AlignScore-large
492,0.846935510635376,AlignScore-large
493,0.833426296710968,AlignScore-large
494,0.7924934029579163,AlignScore-large
495,0.913713812828064,AlignScore-large
496,0.9782887101173401,AlignScore-large
497,0.8812538981437683,AlignScore-large
498,0.9152550101280212,AlignScore-large
499,0.8161326050758362,AlignScore-large
